,ax,ay,az,gx,gy,gz
483,-0.07661445,-8.872911,-4.584896,-5.320611,-2.618321,-4.114504
484,-0.2154782,-8.904037,-4.601655,-0.7480916,-7.824428,-4.412214
485,0.1197101,-8.89446,-4.525041,-0.5725191,-6.801527,-5.114504
486,-0.4644751,-9.009381,-4.601655,-7.908397,-13.21374,-16.41221
487,0.06943185,-9.01417,-4.687847,-3.145038,-15.77863,-9.465649
488,-0.4261679,-8.887277,-5.221754,7.648855,-17.86259,3.78626
489,-0.6344634,-8.76996,-4.683059,0.2061069,-16.07634,-7.221374
490,-0.3519476,-8.889671,-4.762067,-11.1374,6.870229,-2.351145
491,-0.9193734,-9.19134,-5.216966,-4.396946,-7.183206,4.870229
492,0.01436521,-8.135497,-4.967968,-8.587787,6.725191,2.541985
493,-0.02873042,-8.870518,-5.233725,-13.51145,14.38168,-1.160305
494,0.7134721,-8.497022,-5.513846,12.15267,24.75573,18.74809
495,-0.2657564,-7.058106,-5.511452,-24.18321,16.98473,-6.770992
496,0.7589619,-8.492233,-5.6982,-24.46565,26.65649,9.167939
497,0.7374141,-8.465898,-5.693412,-13.12977,19.0458,5.374046
498,0.7757214,-8.331821,-5.288792,1.633588,11.58779,8.106871
499,0.5674258,-8.437167,-5.518635,0.9083969,8.641221,6.198473
500,0.4884171,-8.305486,-5.590461,0.1068702,0.03816794,4.732824
501,1.01993,-8.327033,-5.901707,-9.694656,9.893129,-2.839695
502,0.8930372,-8.355764,-5.341464,7.351145,10.01527,-0.6259542
503,0.7517793,-8.259995,-6.054936,8.511451,5.992366,6.458015
504,0.3687071,-8.013393,-5.657499,14.32061,-2.671756,7.236641
505,0.5913678,-8.355764,-5.525817,2.083969,-0.007633588,0.2519084
506,0.8403648,-8.286332,-5.286397,-2.564885,6.534351,2.587786
507,0.3423708,-8.453926,-5.482722,0.6870229,1.908397,3.801527
508,0.1963245,-8.760384,-5.26485,3.389313,-8.106871,-0.6030535
509,-0.02873042,-9.157822,-5.410896,19.18321,-15.30534,-4.961832
510,0.6009446,-8.010999,-4.944026,7.068702,-13.06107,-7.671756
511,0.3687071,-8.458714,-4.8722,-10.03817,-7.839694,-9.564885
512,-0.2202666,-8.731653,-5.343858,13.82443,-23.21374,2.129771
