,ax,ay,az,gx,gy,gz
949,-0.4716577,-8.461109,-4.67827,-10.45038,1.557252,-4.717557
950,0.1101333,-8.753201,-5.00867,-3.778626,2.358779,0.1603053
951,0.004788403,-8.614338,-5.00867,-11.52672,5.671756,-2.717557
952,0.05267244,-8.655039,-5.353435,-1.419847,8.068703,4.374046
953,0.1388637,-8.513782,-5.080496,-2.061069,7.564886,2.992366
954,0.002394202,-8.346188,-5.295974,-6.122138,8.671756,-1.687023
955,0.2777274,-8.477868,-5.444415,-1.526718,10.32061,1.625954
956,0.09816227,-8.465898,-5.331887,0.3053435,9.679389,4.534351
957,0.09097966,-8.506598,-5.197812,-0.6946565,5.908397,3.587786
958,0.1197101,-8.528147,-5.353435,1.900763,7.389313,4.091603
959,-0.03112462,-8.63828,-5.33907,2.129771,4.465649,4.450382
960,0.0,-8.614338,-5.231331,0.1068702,0.6641222,-0.5572519
961,0.2082956,-8.494628,-5.269638,1.954198,-0.3740458,0.7022901
962,0.1173159,-8.549694,-5.183447,4.022901,-2.229008,-1.114504
963,0.09097966,-8.607155,-5.152322,0.9007633,-2.763359,-0.4351145
964,0.09097966,-8.590396,-5.149928,1.938931,-2.29771,0.09923664
965,-0.05506664,-8.707711,-5.118803,2.557252,-5.167939,-0.4122138
966,0.09816227,-8.599973,-5.073313,1.641221,-4.900764,-1.80916
967,0.1460463,-8.676587,-5.149928,2.198473,-2.557252,0.01526718
968,-0.01675941,-8.576031,-5.090073,0.09160305,-1.687023,-2.0
969,0.03351882,-8.542512,-4.922479,-1.0,-0.5572519,0.2824428
970,-0.1221043,-8.707711,-5.094861,-1.572519,2.778626,0.01526718
971,-0.09576806,-8.640674,-4.958392,3.198473,0.4122138,2.534351
972,-0.1005565,-8.700529,-4.982334,2.572519,1.244275,0.389313
973,-0.3064578,-8.540117,-4.903325,-0.3358779,2.282443,-0.6870229
974,-0.05027823,-8.753201,-5.140351,-0.1068702,0.8091603,-1.885496
975,-0.05985504,-8.657434,-5.152322,3.732824,0.5648855,-0.2519084
976,-0.1316811,-8.674192,-4.879383,0.8931297,0.9541985,-0.6259542
977,-0.2537854,-8.820239,-4.948815,3.351145,-2.51145,2.198473
978,0.1747767,-8.772355,-4.829105,0.8396947,2.671756,1.206107
