,ax,ay,az,gx,gy,gz
254,0.04788403,-8.59279,-5.121197,-1.274809,4.137404,-0.3282443
255,-0.2059013,-8.571242,-5.231331,-2.900763,4.847328,-1.847328
256,-0.3375824,-8.585608,-5.346252,-5.0,2.900763,-4.167939
257,-0.320823,-8.461109,-5.29358,-4.450382,1.671756,-1.763359
258,0.02154782,-8.482656,-5.434838,-7.038168,2.580153,-2.694656
259,-0.02633622,-8.511387,-5.422867,-7.61832,3.572519,-1.320611
260,-0.04788403,-8.429984,-5.600038,-4.549618,1.519084,-0.3587786
261,-0.05506664,-8.37013,-5.564125,-3.625954,1.480916,1.687023
262,-0.1939303,-8.477868,-5.676652,1.587786,-1.152672,0.8473283
263,-0.1340753,-8.348581,-5.564125,1.541985,-3.557252,0.7099237
264,-0.1005565,-8.317456,-5.659893,2.656489,-4.007634,-1.343511
265,-0.04309563,-8.291121,-5.741296,5.664122,-3.328244,-1.526718
266,0.237026,-8.305486,-5.401319,3.946565,-2.358779,-3.328244
267,0.4141969,-8.336611,-5.286397,0.6412213,-1.335878,-2.70229
268,0.3112462,-8.453926,-5.635951,-5.015267,-0.1450382,-6.541985
269,0.4237737,-8.39886,-5.41329,-3.763359,0.09923664,-3.992366
270,0.2274492,-8.422802,-5.465962,2.389313,0.0610687,2.290076
271,0.2322376,-8.456321,-5.509058,0.2290076,-1.236641,1.10687
272,0.4189853,-8.449138,-5.544971,-0.5877862,0.2748091,0.9694656
273,0.3782839,-8.3821,-5.3678,2.80916,2.931298,5.290076
274,0.2801216,-8.429984,-5.434838,3.694656,3.389313,4.21374
275,0.1651999,-8.456321,-5.363012,2.977099,3.664122,3.610687
276,0.1125275,-8.528147,-5.317522,0.4122138,3.885496,1.870229
277,0.05506664,-8.544906,-5.317522,0.4503817,2.122137,1.610687
278,-0.05027823,-8.525752,-5.295974,1.083969,1.366412,1.282443
279,-0.009576806,-8.616732,-5.3678,6.740458,-0.6183206,1.351145
280,-0.03591302,-8.449138,-5.051765,-0.1374046,-2.89313,-1.801527
281,-0.07661445,-8.719683,-5.169082,2.480916,-2.992366,-1.664122
282,-0.1316811,-8.537724,-5.209783,2.061069,-3.748092,-0.9847328
283,-0.1939303,-8.554482,-5.114015,0.4885496,-5.053435,-2.748092
