,ax,ay,az,gx,gy,gz
1151,0.581791,-8.820239,-4.450821,2.091603,-9.694656,-4.503817
1152,0.3280056,-8.892065,-4.39336,7.351145,-12.58015,-1.503817
1153,0.3519476,-9.174581,-4.429273,2.923664,-12.91603,-3.183206
1154,0.4812346,-8.896853,-4.460398,-2.007634,-13.46565,-5.557252
1155,0.02394202,-8.947132,-4.074931,-0.7938931,-9.824428,-3.053435
1156,-0.04070143,-9.040505,-4.213795,0.9160305,-14.03053,-4.748092
1157,0.2537854,-9.179369,-4.489128,1.358779,-14.64122,-5.259542
1158,0.01436521,-8.865729,-3.907337,-1.0,-11.8626,-4.312977
1159,0.1484405,-9.033323,-4.486734,-2.770992,-11.38168,-4.473282
1160,-0.07422025,-9.169792,-4.417302,6.221374,-14.18321,-3.908397
1161,0.1843535,-9.07163,-4.333505,9.488549,-20.41985,-6.19084
1162,-0.07661445,-8.935161,-4.129998,-6.38168,-12.81679,-9.572519
1163,-0.08140286,-8.963891,-4.15394,-8.038168,-12.9084,-8.664123
1164,-0.2561796,-9.045294,-4.254497,-2.48855,-11.45802,-2.832061
1165,0.06224924,-8.805874,-4.453215,-2.580153,-6.10687,-3.778626
1166,-0.2202666,-8.889671,-4.606444,0.961832,-11.43511,-3.099237
1167,-0.3998317,-8.844181,-4.673482,3.198473,-15.96183,-6.290076
1168,-0.2274492,-9.289502,-4.584896,-4.908397,-5.0,-0.2900764
1169,-0.3902549,-8.743625,-4.493917,-2.274809,-0.7557252,1.21374
1170,-0.5099649,-8.899248,-4.414908,-0.1068702,-4.251908,-3.381679
1171,-0.1628057,-9.021352,-4.647145,2.427481,-4.167939,-1.015267
1172,-0.3303998,-8.961497,-4.304775,0.389313,-0.3129771,1.51145
1173,-0.237026,-9.023746,-4.570531,3.320611,0.06870229,-1.183206
1174,-0.05267244,-9.030929,-4.458004,-2.59542,7.206107,1.053435
1175,-0.2298434,-9.030929,-4.537012,-3.236641,7.923664,0.610687
1176,-0.296881,-8.999804,-4.424485,0.2366412,4.08397,1.664122
1177,-0.2825158,-8.880095,-4.264073,0.9083969,3.977099,-1.740458
1178,-0.07661445,-9.095572,-4.532224,-2.679389,6.992366,0.4351145
1179,-0.09337386,-8.801085,-4.537012,-6.229008,8.824428,0.1068702
1180,-0.1771709,-8.808268,-4.735731,-3.427481,8.389313,0.6030535
