,ax,ay,az,gx,gy,gz
690,0.1747767,-8.578424,-5.020641,-1.274809,0.8549618,-0.3969466
691,0.1053449,-8.564059,-5.027823,-2.022901,1.21374,-0.4961832
692,0.1436521,-8.659827,-5.262455,0.9389313,0.7557252,0.07633588
693,0.1125275,-8.590396,-5.102044,1.396947,-1.137405,-0.7557252
694,-0.02873042,-8.59279,-5.169082,-0.648855,-5.343512,-3.320611
695,0.07900865,-8.50181,-5.032612,-2.29771,-5.129771,-4.251908
696,0.07900865,-8.439561,-5.154716,-2.931298,-5.725191,-2.633588
697,0.2944868,-8.48984,-5.267244,-6.503817,-4.694656,-2.862595
698,0.5003881,-8.394072,-5.501875,-9.282443,-1.847328,-2.496183
699,0.5530606,-8.422802,-5.552154,-9.832061,4.938931,-1.748092
700,0.7278373,-8.645462,-5.676652,-7.80916,8.908397,0.1450382
701,0.7972692,-8.255207,-5.346252,-5.244275,10.53435,1.335878
702,0.7230489,-8.252813,-5.614403,-1.923664,7.183206,1.709924
703,0.4716577,-8.283937,-5.619191,-1.40458,4.458015,1.450382
704,0.4740519,-8.537724,-5.736507,0.6641222,-0.02290076,-6.10687
705,0.7685388,-7.965509,-5.533,-0.610687,1.137405,-0.5648855
706,0.7206547,-8.11395,-5.966351,7.259542,-0.4198473,3.389313
707,0.9624691,-8.087613,-6.007052,5.961832,2.816794,5.122138
708,0.7182605,-8.09719,-5.722142,-2.671756,10.79389,5.839694
709,0.4333505,-8.094796,-6.05733,-6.458015,8.549619,6.061069
710,0.3160346,-8.015787,-5.281609,-19.58779,12.03817,4.572519
711,0.6200982,-8.523358,-6.34224,-5.664122,9.167939,4.061069
712,0.6991069,-7.960721,-5.916072,-3.137405,13.94656,9.038168
713,0.890643,-8.259995,-6.112397,5.267176,17.16794,11.0229
714,0.6895301,-7.790732,-5.779603,0.5954198,14.71756,9.572519
715,0.4908113,-8.477868,-5.693412,-15.84733,14.47328,1.259542
716,0.7326257,-8.140285,-5.858612,-3.648855,5.099236,-1.732824
717,0.7110779,-8.159439,-6.009446,5.244275,2.603053,2.274809
718,0.9888053,-8.106767,-6.169858,7.541985,-0.648855,5.954198
719,1.314417,-7.699753,-6.26802,6.877862,-4.679389,9.183207
