,ax,ay,az,gx,gy,gz
150,0.1244985,-8.504205,-5.284003,9.717557,10.66412,12.34351
151,0.08619126,-8.571242,-5.355829,6.145038,14.67939,10.34351
152,0.2944868,-8.418014,-5.305551,-3.755725,22.43511,12.05344
153,0.4309563,-8.631097,-5.288792,2.381679,28.89313,13.84733
154,0.07661445,-9.006987,-5.295974,9.312977,27.72519,16.28244
155,-0.08140286,-8.420407,-4.836287,-6.267176,23.64886,7.480916
156,-0.6033388,-8.686164,-4.898537,-0.5496183,9.374045,1.465649
157,-0.2035071,-8.690952,-5.078102,5.923664,-16.85496,-4.992366
158,0.1364695,-8.724471,-5.023035,-0.832061,-1.396947,-2.427481
159,0.08619126,-8.659827,-4.623203,-8.167939,5.137404,-3.519084
160,-0.3663129,-8.827422,-4.93445,1.381679,-3.664122,-1.564886
161,0.06703765,-8.801085,-4.927267,1.381679,-3.664122,-3.389313
162,0.1197101,-8.681376,-4.96318,-0.07633588,-4.458015,-4.587786
163,-0.1699883,-8.525752,-5.212177,1.129771,-9.824428,-4.694656
164,-0.3256114,-8.53054,-4.96318,-4.59542,-14.66412,-9.633588
165,0.03830723,-8.619126,-5.193024,-4.030534,-13.72519,-8.030535
166,0.3663129,-8.616732,-5.137957,1.267176,-9.938931,-2.160305
167,0.1221043,-8.695741,-5.032612,0.4961832,-7.709924,-2.755725
168,0.1436521,-8.5473,-5.104438,-1.236641,-4.374046,-1.473282
169,0.2561796,-8.532935,-5.214571,-2.625954,0.9236641,-0.6870229
170,0.3016694,-8.513782,-5.078102,-4.061069,1.076336,1.175573
171,0.1532289,-8.599973,-5.087678,0.1526718,3.946565,4.396946
172,-0.01197101,-8.714894,-5.291186,-0.6793893,9.053435,3.206107
173,-0.272939,-8.494628,-5.226542,-2.030534,1.916031,-1.885496
174,0.007182605,-8.559271,-5.195418,-0.2213741,-0.3435115,-0.4580153
175,0.1101333,-8.662222,-5.106832,-1.778626,1.381679,1.442748
176,-0.1508347,-8.525752,-5.133168,-2.984733,0.4503817,0.351145
177,0.06703765,-8.525752,-5.12838,0.389313,3.068702,2.80916
178,0.1508347,-8.516175,-5.152322,0.09160305,1.603053,1.603053
179,0.03591302,-8.470686,-5.195418,-0.4885496,2.877863,0.09160305
