,ax,ay,az,gx,gy,gz
873,0.1244985,-8.762778,-5.090073,4.251908,-2.641221,-0.1450382
874,0.01915361,-8.645462,-5.073313,0.351145,2.816794,0.5954198
875,-0.1005565,-8.729259,-5.109226,0.7862596,1.885496,2.465649
876,-0.07422025,-8.808268,-5.08289,2.755725,0.6412213,0.8473283
877,0.03591302,-8.676587,-5.030218,-1.763359,0.03053435,0.1755725
878,-0.1867477,-8.542512,-5.097255,-5.80916,0.3129771,-1.419847
879,-0.06703765,-8.573636,-5.161899,-9.007633,-3.19084,-3.580153
880,-0.2106898,-8.499416,-5.3678,-5.274809,-6.603054,-1.908397
881,-0.557849,-8.480263,-5.485116,-8.519084,-18.56489,-5.183206
882,-0.3974375,-8.291121,-5.29358,-19.25191,-19.74046,-10.87786
883,-0.2896984,-8.429984,-5.750873,-14.78626,-22.0687,-7.778626
884,-0.08379706,-8.219295,-5.77242,-10.83206,-16.69466,-8.916031
885,-0.2466028,-8.037335,-5.81791,-4.038168,-9.305344,-8.259542
886,-0.2202666,-8.525752,-5.98311,12.41221,-3.694656,-1.793893
887,-0.7996634,-7.989451,-5.889736,-0.1221374,0.4122138,-8.343512
888,-0.7422025,-8.015787,-6.062119,0.2061069,-1.679389,-12.72519
889,0.3256114,-8.11395,-5.940014,4.977099,-2.083969,-10.1374
890,0.9720459,-7.958326,-5.56173,-5.564886,11.0,-3.770992
891,0.01436521,-8.367735,-6.318298,3.129771,8.259542,-1.068702
892,0.05746084,-8.149862,-5.386954,10.87023,-13.22901,-7.427481
893,0.4094085,-8.499416,-5.401319,13.65649,-12.64886,-5.61832
894,0.8499416,-8.312668,-5.157111,-2.007634,9.793893,1.29771
895,0.9720459,-8.336611,-5.341464,0.3206107,20.96183,10.74046
896,0.3687071,-8.305486,-5.470751,-3.465649,13.26718,6.351145
897,-0.04070143,-8.231265,-5.621585,-6.152672,0.2519084,-0.7709923
898,0.03112462,-8.63828,-5.554548,2.29771,-17.64122,-7.038168
899,0.5793968,-8.492233,-5.394136,5.251908,-8.908397,-4.78626
900,0.7182605,-8.544906,-5.159505,3.114504,-3.625954,-2.450382
901,0.6129156,-8.494628,-5.24809,10.70229,-4.954198,0.3816794
902,0.4572925,-8.681376,-5.379771,9.687023,-1.122137,1.389313
