,ax,ay,az,gx,gy,gz
406,-0.06703765,-8.425196,-5.295974,1.022901,-0.6870229,0.4656488
407,-0.1628057,-8.602366,-5.26485,4.022901,-2.618321,-0.3816794
408,-0.02394202,-8.578424,-5.245696,4.08397,-1.984733,-1.900763
409,0.06943185,-8.475474,-4.927267,0.5648855,3.152672,0.5419847
410,0.04070143,-8.525752,-4.977545,1.114504,6.709924,2.854962
411,-0.4884171,-8.686164,-5.161899,4.21374,-7.48855,-1.770992
412,0.2585738,-8.714894,-5.049371,2.381679,-4.053435,-1.015267
413,-0.05267244,-8.652645,-4.881777,0.5572519,-2.236641,-1.954198
414,0.1723825,-8.717288,-4.987122,0.0610687,1.908397,0.4885496
415,0.01915361,-8.583213,-4.886566,-0.04580153,1.740458,2.183206
416,-0.260968,-8.528147,-4.876989,-0.4885496,-2.503817,-1.412214
417,0.05746084,-8.801085,-5.051765,5.610687,-0.2213741,2.648855
418,-0.1221043,-8.655039,-4.817134,-5.389313,-0.5572519,-2.389313
419,-0.04788403,-8.714894,-5.032612,-0.8091603,3.145038,0.1984733
420,-0.08140286,-8.698134,-4.912902,-2.80916,4.480916,0.3587786
421,0.06943185,-8.681376,-5.106832,-2.572519,4.0,1.816794
422,-0.1963245,-8.643068,-5.090073,-4.030534,3.770992,0.389313
423,0.0,-8.623915,-5.075707,-1.908397,0.778626,0.9083969
424,-0.01436521,-8.657434,-5.142745,-3.061069,2.938931,-0.2824428
425,0.03591302,-8.599973,-5.250484,-4.412214,3.229008,0.05343511
426,0.05985504,-8.561666,-4.972757,-6.435114,7.038168,-1.152672
427,0.2705448,-8.678981,-5.284003,-1.839695,11.1145,1.48855
428,0.2394202,-8.681376,-5.363012,6.343512,13.15267,5.152672
429,0.1651999,-8.439561,-5.250484,5.366412,13.75572,7.412214
430,0.03351882,-8.537724,-5.245696,2.633588,11.92366,6.007634
431,-0.1795651,-8.590396,-5.204995,-0.0610687,4.358778,2.114504
432,-0.1412579,-8.607155,-5.29358,4.183206,-7.648855,-1.618321
433,0.3184288,-8.626308,-5.161899,5.427481,-8.221375,-1.083969
434,0.07422025,-8.406042,-4.932055,-2.885496,-6.572519,-0.9389313
435,-0.07900865,-8.690952,-5.0374,7.015267,-11.19084,-2.396947
