,ax,ay,az,gx,gy,gz
195,0.830788,-8.243237,-5.659893,-9.114504,23.01527,9.083969
196,-0.9313444,-8.834604,-5.485116,0.9847328,-2.152672,6.29771
197,0.06943185,-8.204929,-5.449203,-13.12214,1.618321,-1.580153
198,0.1316811,-8.276755,-5.398925,-1.633588,5.885496,4.335878
199,-0.3878607,-8.59279,-5.33907,-3.114504,-1.29771,-1.541985
200,0.04070143,-8.389283,-5.650316,-1.755725,1.603053,3.961832
201,0.1891419,-8.702923,-5.681441,8.969465,-0.6259542,3.175573
202,0.1364695,-8.458714,-5.102044,-3.954198,2.969466,-5.534351
203,0.5626374,-8.2169,-5.45878,-4.763359,-0.7862596,-3.80916
204,0.344765,-8.396465,-5.758055,-6.770992,-0.9847328,2.083969
205,0.4548983,-8.451532,-5.489904,7.465649,-12.8626,6.305344
206,0.6919243,-8.523358,-5.928043,4.526718,-0.7633588,2.335878
207,-0.4572925,-8.23366,-5.659893,2.045802,-9.129771,-12.03817
208,0.1795651,-8.283937,-5.853823,11.12977,-3.908397,-0.7862596
209,-0.2154782,-7.953538,-5.329493,0.7862596,-9.549619,-5.358778
210,0.1460463,-8.413225,-5.525817,-4.473282,12.14504,1.137405
211,-0.6775591,-8.59279,-5.779603,5.458015,-3.984733,-6.305344
212,-0.3878607,-8.252813,-5.530606,11.9771,-7.900764,-2.290076
213,-0.4213795,-8.212111,-5.439626,-2.59542,-10.16794,-11.19084
214,-0.5171475,-8.279149,-5.372589,-7.816794,-16.83206,-14.22137
215,0.06943185,-8.429984,-5.628768,-4.473282,-17.12977,-13.74809
216,0.02633622,-8.607155,-5.626374,-6.427481,-9.335877,-8.557252
217,0.1436521,-8.360553,-5.477933,-5.282443,-8.603053,-3.954198
218,-0.1532289,-8.348581,-5.410896,-15.70229,-0.03053435,-0.2900764
219,-0.2801216,-8.274361,-5.485116,2.038168,-0.09923664,-1.229008
220,0.1101333,-8.434772,-5.858612,7.603054,-0.7251908,-1.007634
221,-0.4812346,-8.42759,-5.844246,5.992366,-6.412214,-5.923664
222,-0.1005565,-8.001422,-5.77242,4.740458,-4.526718,-2.351145
223,0.1484405,-8.327033,-5.688623,8.832061,-0.5038168,-0.2442748
224,0.2298434,-8.367735,-5.425261,6.564886,3.038168,3.129771
