,ax,ay,az,gx,gy,gz
1017,0.5482722,-8.60955,-5.410896,2.259542,5.603054,3.51145
1018,0.4165911,-8.772355,-5.319916,11.72519,2.236641,5.541985
1019,0.4932055,-8.307879,-4.91769,-5.503817,7.053435,1.290076
1020,0.2657564,-8.444349,-5.29358,0.6946565,5.251908,6.290076
1021,0.320823,-8.765172,-5.224148,0.9007633,0.3358779,0.3282443
1022,0.3734955,-8.293514,-5.104438,0.9694656,4.320611,1.152672
1023,0.4548983,-8.492233,-5.307945,-6.29771,7.625954,-0.3358779
1024,0.4022259,-8.645462,-5.267244,1.381679,8.503817,4.0
1025,0.1891419,-8.508993,-5.051765,3.748092,7.137404,5.89313
1026,0.09097966,-8.76996,-5.226542,2.419847,3.648855,5.48855
1027,0.1005565,-8.463503,-5.018247,-1.687023,2.045802,1.381679
1028,0.2274492,-8.611943,-5.260061,0.007633588,0.09160305,2.419847
1029,0.1675941,-8.628703,-5.006276,-0.08396947,-1.839695,0.3816794
1030,0.1340753,-8.75799,-5.29358,-0.6183206,-2.572519,0.2748091
1031,0.1723825,-8.765172,-5.051765,-0.6412213,-4.015267,-2.221374
1032,0.2753332,-8.690952,-5.003881,1.717557,-3.679389,-1.137405
1033,-0.03830723,-9.006987,-4.948815,3.0,-7.61832,-7.664122
1034,-0.07661445,-8.259995,-4.819528,-0.7557252,-5.587786,-6.625954
1035,-0.05985504,-8.705317,-5.430049,-4.763359,-8.389313,-4.473282
1036,0.01675941,-8.597578,-5.121197,0.3129771,-9.938931,-1.236641
1037,-0.2035071,-8.487445,-5.157111,-2.419847,-8.450381,-1.366412
1038,-0.3782839,-8.429984,-5.370194,0.2213741,-19.53435,-6.198473
1039,-0.5003881,-8.616732,-5.257667,2.59542,-22.09924,-4.977099
1040,-0.1604115,-8.540117,-5.212177,-2.206107,-14.58015,-4.022901
1041,-0.272939,-8.750807,-5.226542,0.519084,-9.900764,2.564885
1042,-0.7685388,-8.51857,-5.118803,-2.236641,-3.70229,6.732824
1043,-0.9217676,-8.461109,-5.190629,-2.396947,-6.351145,7.030534
1044,-0.8738836,-8.561666,-5.185841,2.389313,-3.870229,4.984733
1045,-1.197101,-8.607155,-5.346252,3.473282,-1.641221,6.198473
1046,-1.292869,-8.50181,-5.149928,5.022901,-3.78626,2.992366
