,ax,ay,az,gx,gy,gz
328,-1.197101,-8.377312,-6.265626,0.4045802,-16.98473,-0.778626
329,-0.902614,-7.66384,-5.659893,-3.946565,-20.28244,-5.641222
330,-0.4429273,-8.595184,-6.038177,-1.839695,-6.625954,-5.59542
331,-1.118092,-7.999028,-5.770026,-3.870229,4.633588,-5.557252
332,-1.891419,-8.152257,-6.162675,12.32061,-7.045802,-9.015267
333,-1.529895,-7.951144,-5.813122,6.519084,-6.877862,-9.366412
334,-1.165976,-8.169016,-5.810728,10.75572,-5.89313,-4.061069
335,-0.3567361,-8.259995,-6.138733,-1.709924,1.167939,3.198473
336,-0.7469909,-7.714118,-5.3678,-5.923664,2.832061,4.312977
337,-0.4596867,-8.190564,-5.688623,4.969466,3.229008,7.641222
338,-0.5793968,-8.295909,-5.705383,3.335878,2.89313,4.282443
339,-0.6464345,-8.267179,-5.829881,-3.183206,1.587786,1.274809
340,-0.5386954,-8.257602,-5.451597,0.961832,1.748092,2.083969
341,-0.4501099,-8.403648,-5.815516,-1.29771,4.801527,0.4656488
342,-0.2346318,-8.51857,-5.777209,2.40458,5.389313,-0.4961832
343,-0.3351882,-8.372523,-5.674258,-1.725191,10.39695,-1.175573
344,-0.4141969,-8.415619,-5.604826,2.229008,7.122138,-0.5648855
345,-0.7134721,-8.315063,-5.588067,2.274809,1.679389,-2.030534
346,-0.5554548,-8.209718,-5.6982,0.1908397,-0.9923664,-3.427481
347,-0.3687071,-8.394072,-5.628768,0.06870229,1.671756,-1.0
348,-0.4860229,-8.418014,-5.870583,-1.183206,-0.5496183,-3.320611
349,-0.4070143,-8.47308,-5.619191,-1.381679,-0.1908397,-3.923664
350,-0.3567361,-8.259995,-5.365406,-2.740458,0.1755725,-2.793893
351,-0.3543419,-8.437167,-5.600038,-0.7480916,-1.328244,-3.114504
352,-0.1604115,-8.573636,-5.609614,-0.1374046,0.5877862,-2.114504
353,0.1173159,-8.480263,-5.494693,4.473282,5.847328,0.6717557
354,-0.1675941,-8.516175,-5.585672,5.687023,4.610687,1.21374
355,-0.1101333,-8.39886,-5.437232,3.870229,1.885496,-1.633588
356,-0.1915361,-8.415619,-5.331887,3.10687,-1.137405,-0.4274809
357,-0.2705448,-8.406042,-5.286397,1.824428,-1.732824,-0.8778625
